Jon Leuer,normal,10002681.0,normal,9508043.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Andre Roberson,normal,10000000.0,normal,10740740.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Darren Collison,normal,10000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Danny Green,normal,10000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Dwight Powell,normal,9631250.0,player_option,10259375.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Matthew Dellavedova,normal,9607500.0,normal,9607500.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jared Dudley,normal,9530000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Boban Marjanovic,normal,9490740.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Josh Richardson,normal,9367200.0,normal,10116576.0,normal,10865952.0,player_option,11615328.0,normal,0.0,normal,0.0
Norman Powell,normal,9367200.0,normal,10116576.0,normal,10865952.0,normal,11615328.0,normal,0.0,normal,0.0
Bogdan Bogdanovic,normal,9000000.0,normal,8529386.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Rajon Rondo,normal,9000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
E'Twaun Moore,normal,8808685.0,normal,8664928.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Kosta Koufos,normal,8739500.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Fred VanVleet,normal,8653847.0,normal,8653847.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Kyle Anderson,normal,8641000.0,normal,9073050.0,normal,9505100.0,normal,9937150.0,normal,0.0,normal,0.0
Markieff Morris,normal,8600000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jerryd Bayless,normal,8575916.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Cristiano Felicio,normal,8470980.0,normal,8156500.0,normal,7529020.0,normal,0.0,normal,0.0,normal,0.0
Markelle Fultz,normal,8339880.0,team_option,0.09745,team_option,0.12288,qualifying_offer,0.15975,normal,0.0,normal,0.0
Jerami Grant,normal,8333333.0,normal,9000000.0,normal,9666666.0,normal,0.0,normal,0.0,normal,0.0
CJ Miles,normal,8333333.0,player_option,8730158.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Shaun Livingston,normal,8307692.0,normal,7692308.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Deandre Ayton,normal,8175840.0,normal,9575040.0,team_option,0.10031,team_option,0.12649,qualifying_offer,0.16444,normal,0.0
Louis Williams,normal,8000000.0,normal,8000000.0,normal,8000000.0,normal,0.0,normal,0.0,normal,0.0
Garrett Temple,normal,8000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
PJ Tucker,normal,7959537.0,normal,8349039.0,normal,7969537.0,normal,0.0,normal,0.0,normal,0.0
Cory Joseph,normal,7945000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
JaMychal Green,normal,7866667.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Karl-Anthony Towns,normal,7839435.0,qualifying_offer,0.10191,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Kyle Korver,normal,7560000.0,normal,7500000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Darrell Arthur,normal,7464912.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Lonzo Ball,normal,7461960.0,team_option,0.08719,team_option,0.11003,qualifying_offer,0.14359,normal,0.0,normal,0.0
Marvin Bagley,normal,7314960.0,normal,8567040.0,team_option,0.08975,team_option,0.11326,qualifying_offer,0.14781,normal,0.0
Jae Crowder,normal,7305825.0,normal,7815533.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
DJ Augustin,normal,7250000.0,normal,7250000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Lance Thomas,normal,7119650.0,normal,7583975.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
D'Angelo Russell,normal,7019698.0,qualifying_offer,0.0916,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Langston Galloway,normal,7000000.0,normal,7333333.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jeremy Lamb,normal,7000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Al-Farouq Aminu,normal,6957105.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jayson Tatum,normal,6700800.0,team_option,0.0783,team_option,0.09897,qualifying_offer,0.12985,normal,0.0,normal,0.0
Luka Doncic,normal,6569040.0,normal,7693200.0,team_option,0.08059,team_option,0.10187,qualifying_offer,0.13365,normal,0.0
Ben Simmons,normal,6434520.0,team_option,0.08113,qualifying_offer,0.10548,normal,0.0,normal,0.0,normal,0.0
Dewayne Dedmon,normal,6300000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Milos Teodosic,normal,6300000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Wesley Johnson,normal,6134000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Josh Jackson,normal,6041520.0,team_option,0.07059,team_option,0.0893,qualifying_offer,0.11778,normal,0.0,normal,0.0
Jonathon Simmons,normal,6000000.0,normal,5700000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Ishmael Smith,normal,6000000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jaren Jackson,normal,5922720.0,normal,6936360.0,team_option,0.07266,team_option,0.09192,qualifying_offer,0.12124,normal,0.0
Brandon Ingram,normal,5757120.0,team_option,0.07265,qualifying_offer,0.09481,normal,0.0,normal,0.0,normal,0.0
Anthony Tolliver,normal,5750000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Kristaps Porzingis,normal,5697054.0,qualifying_offer,0.07514,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Deron Williams,normal,5474787.0,normal,5474787.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
De'Aaron Fox,normal,5470920.0,team_option,0.06392,team_option,0.08099,qualifying_offer,0.1074,normal,0.0,normal,0.0
Ben McLemore,normal,5460000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Alex Abrines,normal,5455236.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Patrick Patterson,normal,5451600.0,player_option,5711200.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Jason Smith,normal,5450000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Marcus Morris,normal,5375000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Trae Young,normal,5363280.0,normal,6281280.0,team_option,0.0658,team_option,0.08337,qualifying_offer,0.11055,normal,0.0
DeMarcus Cousins,normal,5337000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Josh Smith,normal,5331729.0,normal,5331729.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Alexis Ajinca,normal,5285394.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
Thabo Sefolosha,normal,5250000.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0,normal,0.0
