Seth Curry,0.0,0.0,0.0
Seth Curry,0.0,0.0,0.0
Stephen Curry,13.4,9.3,4.0
Samuel Dalembert,4.9,2.9,2.1
Troy Daniels,0.2,0.2,0.0
Luigi Datome,-0.1,-0.2,0.1
Brandon Davies,0.1,-0.3,0.4
Anthony Davis,10.4,7.2,3.2
Ed Davis,2.6,1.2,1.4
Glen Davis,1.5,0.2,1.3
Austin Daye,0.2,0.0,0.2
Nando De Colo,0.6,0.1,0.5
Player, ,WS,WS/48
Dewayne Dedmon,0.5,0.1,0.4
Matthew Dellavedova,2.1,1.4,0.7
Luol Deng,2.4,1.0,1.4
DeMar DeRozan,8.8,5.8,3.0
Boris Diaw,4.9,2.3,2.6
Gorgui Dieng,2.2,0.7,1.5
Toney Douglas,0.7,0.3,0.4
Chris Douglas-Roberts,2.4,1.1,1.2
Goran Dragic,10.3,8.4,2.0
Andre Drummond,9.9,6.4,3.5
Jared Dudley,2.4,1.2,1.2
Tim Duncan,7.4,2.8,4.6
Mike Dunleavy,6.5,2.4,4.1
Kevin Durant,19.2,14.8,4.4
Shane Edwards,0.0,0.0,0.0
Wayne Ellington,0.7,0.4,0.2
Monta Ellis,4.9,2.8,2.1
Melvin Ely,0.0,0.0,0.0
Jeremy Evans,2.8,1.9,1.0
Reggie Evans,1.1,0.5,0.7
Player, ,WS,WS/48
Tyreke Evans,3.1,1.8,1.3
Kenneth Faried,6.5,4.0,2.5
Jordan Farmar,0.7,0.4,0.4
Vitor Faverani,0.3,-0.3,0.7
Derrick Favors,5.1,2.9,2.3
Carrick Felix,0.0,0.0,0.0
Raymond Felton,2.2,1.1,1.1
Landry Fields,0.4,0.0,0.4
Derek Fisher,3.1,1.4,1.7
Evan Fournier,1.4,0.6,0.8
Randy Foye,4.6,3.3,1.3
Jamaal Franklin,0.0,-0.2,0.2
Jimmer Fredette,0.8,0.6,0.2
Joel Freeland,1.4,0.7,0.7
Channing Frye,5.3,2.9,2.4
Francisco Garcia,1.8,0.8,0.9
Kevin Garnett,1.2,-0.7,1.9
Diante Garrett,-0.8,-1.1,0.3
Marc Gasol,5.6,2.6,3.1
Pau Gasol,3.0,1.3,1.7
Rudy Gay,4.5,3.0,1.5
Alonzo Gee,0.9,-0.1,1.0
Paul George,10.8,4.4,6.4
Taj Gibson,5.7,1.4,4.4
Manu Ginobili,5.7,3.3,2.4
Rudy Gobert,0.4,-0.2,0.6
Ryan Gomes,0.0,-0.1,0.0
Drew Gooden,1.4,0.9,0.6
Archie Goodwin,0.2,-0.3,0.5
Ben Gordon,-0.3,-0.7,0.3
Eric Gordon,2.5,2.0,0.5
Marcin Gortat,8.1,4.1,4.0
Danny Granger,1.0,0.0,1.0
Aaron Gray,0.1,-0.2,0.4
Danny Green,4.2,1.4,2.8
Draymond Green,4.5,0.7,3.8
Gerald Green,6.1,4.2,1.9
Jeff Green,3.3,1.3,2.0
Willie Green,0.5,-0.2,0.7
Blake Griffin,12.2,8.1,4.1
Jorge Gutierrez,0.2,0.1,0.2
Jordan Hamilton,1.0,0.2,0.7
Justin Hamilton,0.1,0.1,0.1
Tyler Hansbrough,3.0,1.7,1.4
Tim Hardaway,3.1,2.7,0.4
James Harden,12.8,10.1,2.7
Maurice Harkless,2.8,0.6,2.1
Josh Harrellson,0.7,0.5,0.2
Al Harrington,0.4,-0.2,0.5
Devin Harris,1.6,1.2,0.4
Elias Harris,0.0,0.0,0.0
Manny Harris,0.0,-0.1,0.1
Mike Harris,0.5,0.3,0.2
Tobias Harris,4.1,2.4,1.7
Udonis Haslem,1.1,0.3,0.8
Spencer Hawes,2.6,1.2,1.4
Chuck Hayes,1.1,0.1,0.9
Gordon Hayward,3.6,2.2,1.5
Gerald Henderson,3.6,0.8,2.8
Xavier Henry,0.3,-0.1,0.5
John Henson,3.3,1.7,1.5
Roy Hibbert,5.4,0.5,5.0
J.J. Hickson,3.3,1.3,2.1
Nene Hilario,3.2,0.8,2.4
George Hill,7.8,3.8,4.0
Jordan Hill,4.4,3.1,1.3
Solomon Hill,0.4,0.0,0.4
Kirk Hinrich,3.8,0.4,3.3
Jrue Holiday,1.5,0.8,0.7
Ryan Hollins,1.3,0.7,0.6
Scotty Hopson,-0.1,-0.1,0.0
Al Horford,2.8,1.5,1.3
Dwight Howard,8.0,4.0,4.1
Robbie Hummel,1.1,0.6,0.6
Kris Humphries,4.1,2.3,1.8
Serge Ibaka,9.6,5.2,4.4
Andre Iguodala,5.8,2.7,3.1
Ersan Ilyasova,1.6,0.9,0.8
Kyrie Irving,6.7,4.6,2.1
Royal Ivey,0.0,0.0,0.0
Jarrett Jack,2.3,0.9,1.4
Reggie Jackson,4.9,2.3,2.6
Stephen Jackson,-0.2,-0.3,0.1
Bernard James,0.1,0.0,0.2
Damion James,0.0,-0.1,0.1
Lebron James,15.9,12.3,3.7
Mike James,-0.1,-0.2,0.1
Antawn Jamison,0.1,-0.3,0.4
Othyus Jeffers,0.1,0.1,0.0
Al Jefferson,7.8,3.1,4.7
Richard Jefferson,2.7,2.3,0.4
John Jenkins,-0.1,-0.2,0.1
Brandon Jennings,3.9,3.0,0.9
Jonas Jerebko,1.4,1.0,0.5
Amir Johnson,6.3,3.2,3.1
Chris Johnson,1.4,0.9,0.5
James Johnson,3.0,1.4,1.6
Joe Johnson,4.9,3.9,1.0
Orlando Johnson,0.2,-0.3,0.5
Wesley Johnson,1.9,0.4,1.5
Darius Johnson-Odom,-0.2,-0.2,0.0
James Jones,0.7,0.6,0.1
Perry Jones,1.5,0.7,0.8
Solomon Jones,0.0,0.0,0.1
Terrence Jones,7.3,4.6,2.7
DeAndre Jordan,11.1,5.3,5.8
Cory Joseph,2.9,1.6,1.3
Chris Kaman,0.5,-0.2,0.7
Enes Kanter,2.2,1.3,0.9
Sergey Karasev,-0.1,-0.2,0.1
Ryan Kelly,2.2,1.5,0.7
Michael Kidd-Gilchrist,3.1,0.9,2.2
Andrei Kirilenko,1.3,0.4,0.9
Brandon Knight,2.8,2.4,0.4
Kyle Korver,5.9,3.9,2.0
Kosta Koufos,3.5,1.3,2.2
Viacheslav Kravtsov,0.0,0.0,0.0
Ognjen Kuzmic,0.0,-0.2,0.1
Doron Lamb,0.5,0.3,0.2
Jeremy Lamb,3.3,1.4,1.8
Carl Landry,0.4,0.3,0.1
Shane Larkin,-0.1,-0.4,0.3
Ty Lawson,6.3,4.8,1.5
Ricky Ledo,0.0,0.0,0.0
Courtney Lee,3.7,2.2,1.5
David Lee,7.6,4.1,3.5
Alex Len,0.2,-0.2,0.4
Kawhi Leonard,7.7,3.8,3.9
Meyers Leonard,0.6,0.2,0.5
Jon Leuer,2.0,1.1,0.9
Rashard Lewis,1.7,0.5,1.1
DeAndre Liggins,0.0,0.0,0.0
Damian Lillard,9.6,7.8,1.8
Jeremy Lin,4.4,2.8,1.6
Shaun Livingston,4.4,2.6,1.8
Brook Lopez,2.3,1.9,0.5
Robin Lopez,9.5,7.0,2.6
Kevin Love,14.3,10.6,3.7
Kyle Lowry,11.7,8.4,3.3
John Lucas III,-0.7,-0.7,0.0
Shelvin Mack,2.3,1.2,1.2
Ian Mahinmi,3.3,0.7,2.7
Shawn Marion,4.3,2.2,2.1
Kendall Marshall,0.9,0.6,0.3
Cartier Martin,1.1,0.4,0.7
Kenyon Martin,1.2,0.5,0.7
Kevin Martin,5.3,3.8,1.5
Roger Mason,0.3,0.1,0.2
Wesley Matthews,8.2,6.3,1.9
Jason Maxiell,0.3,-0.1,0.4
Eric Maynor,-0.2,-0.4,0.2
Eric Maynor,-0.2,-0.2,0.1
O.J. Mayo,0.1,0.0,0.0
Luc Mbah a Moute,0.6,0.0,0.6
Ray McCallum,0.4,0.0,0.4
CJ McCollum,0.2,-0.2,0.3
JaVale McGee,-0.1,-0.1,0.1
Ben McLemore,0.8,-0.1,0.9
Josh McRoberts,6.5,3.5,3.0
Jodie Meeks,4.5,3.8,0.7
Gal Mekel,-0.4,-0.5,0.1
Khris Middleton,2.7,1.9,0.8
C.J. Miles,2.5,1.5,0.9
Andre Miller,1.1,0.8,0.3
Andre Miller,1.1,0.6,0.5
Darius Miller,0.8,0.6,0.2
Mike Miller,3.9,2.6,1.4
Quincy Miller,0.0,-0.7,0.7
Patty Mills,5.6,3.4,2.1
Paul Millsap,6.7,2.7,4.0
Tony Mitchell,0.2,0.1,0.1
Nazr Mohammed,0.8,-0.4,1.2
Greg Monroe,5.9,3.7,2.3
E'Twaun Moore,1.7,0.6,1.1
Darius Morris,0.1,0.1,0.1
Marcus Morris,4.2,2.3,1.8
Markieff Morris,6.4,4.0,2.4
Anthony Morrow,2.4,2.1,0.3
Donatas Motiejunas,1.4,0.3,1.0
Arnett Moultrie,0.0,-0.1,0.1
Timofey Mozgov,4.5,2.6,1.9
Shabazz Muhammad,0.3,0.1,0.2
Byron Mullens,0.4,0.2,0.2
Erik Murphy,-0.1,-0.2,0.1
Toure' Murry,0.0,-0.3,0.3
Mike Muscala,0.2,-0.1,0.2
Hamady N'Diaye,0.0,-0.1,0.1
Steve Nash*,0.1,0.1,0.0
Gary Neal,1.1,0.6,0.5
Nemanja Nedovic,-0.4,-0.5,0.1
Jameer Nelson,2.8,1.6,1.2
Andrew Nicholson,0.6,-0.4,1.0
Joakim Noah,11.2,4.5,6.6
Steve Novak,1.4,1.0,0.5
Dirk Nowitzki,10.9,8.6,2.3
James Nunnally,0.0,-0.1,0.1
Jermaine O'Neal,2.7,1.3,1.4
Kyle O'Quinn,2.5,0.5,2.0
Greg Oden,0.5,0.2,0.3
Victor Oladipo,1.3,-1.4,2.8
Kelly Olynyk,2.9,1.5,1.4
Arinze Onuaku,0.0,0.0,0.0
Arinze Onuaku,0.0,0.0,0.0
Daniel Orton,0.3,0.0,0.2
Travis Outlaw,1.4,0.8,0.6
Zaza Pachulia,1.7,1.0,0.7
Jannero Pargo,0.5,0.2,0.4
Tony Parker,5.9,3.9,1.9
Chandler Parsons,7.6,5.1,2.5
Patrick Patterson,3.4,1.8,1.6
Chris Paul,12.2,9.0,3.2
Nikola Pekovic,5.9,4.3,1.5
Kendrick Perkins,0.8,-0.9,1.7
Paul Pierce,5.2,2.9,2.3
Dexter Pittman,0.0,0.0,0.0
Mason Plumlee,4.7,3.0,1.7
Miles Plumlee,4.0,1.2,2.8
Quincy Pondexter,0.4,0.2,0.2
Otto Porter,0.0,-0.4,0.3
Josh Powell,0.0,-0.1,0.0
Phil Pressey,0.1,-1.0,1.1
A.J. Price,0.0,-0.1,0.0
Ronnie Price,-0.1,-0.5,0.4
Pablo Prigioni,3.4,2.5,0.9
Tayshaun Prince,1.5,-0.2,1.8
Miroslav Raduljica,1.1,1.0,0.1
Anthony Randolph,0.6,-0.1,0.7
Shavlik Randolph,0.1,0.0,0.1
Zach Randolph,6.4,2.9,3.5
J.J. Redick,3.0,2.3,0.7
Glen Rice,-0.1,-0.3,0.2
Luke Ridnour,0.2,-0.2,0.4
Austin Rivers,0.6,0.2,0.4
Andre Roberson,0.8,0.2,0.6
Brian Roberts,2.2,2.0,0.2
Nate Robinson,1.8,1.3,0.5
Thomas Robinson,1.6,0.4,1.2
Rajon Rondo,1.1,0.2,1.0
Derrick Rose,-0.2,-0.6,0.4
Terrence Ross,4.2,2.0,2.2
Ricky Rubio,5.9,2.2,3.6
Brandon Rush,-0.4,-0.5,0.0
Robert Sacre,1.4,0.7,0.7
John Salmons,1.4,0.2,1.2
Larry Sanders,0.7,0.1,0.6
Dennis Schroder,-0.7,-1.1,0.4
Luis Scola,2.5,-0.4,2.8
Mike Scott,2.6,1.3,1.2
Thabo Sefolosha,3.0,0.9,2.1
Kevin Seraphin,0.8,0.2,0.6
Ramon Sessions,2.3,2.4,-0.1
Mustafa Shakur,-0.1,-0.1,0.0
Tornike Shengelia,0.0,0.0,0.0
Iman Shumpert,2.0,0.4,1.6
Alexey Shved,0.2,-0.4,0.7
Henry Sims,1.9,1.5,0.4
Kyle Singler,4.4,3.6,0.7
Chris Singleton,0.2,-0.2,0.3
Peyton Siva,-0.2,-0.2,0.1
Donald Sloan,0.3,-0.3,0.6
Chris Smith,0.0,0.0,0.0
Greg Smith,0.2,0.2,0.1
Ish Smith,1.0,0.0,1.0
J.R. Smith,3.7,2.5,1.2
Jason Smith,0.9,0.5,0.4
Josh Smith,1.1,-1.4,2.5
Tony Snell,1.6,-0.1,1.7
James Southerland,0.1,0.0,0.0
Marreese Speights,2.1,0.6,1.5
Tiago Splitter,4.3,2.3,2.1
D.J. Stephens,0.0,0.0,0.0
Lance Stephenson,7.4,2.6,4.8
Greg Stiemsma,1.5,0.5,1.0
Julyan Stone,0.2,0.0,0.1
Amar'e Stoudemire,3.8,2.9,0.9
Rodney Stuckey,2.2,1.8,0.4
Jared Sullinger,3.9,1.9,2.0
Jeffery Taylor,-0.2,-0.8,0.6
Tyshawn Taylor,-0.6,-0.7,0.2
Jeff Teague,5.2,3.3,1.9
Marquis Teague,-0.5,-0.8,0.3
Mirza Teletovic,2.7,1.6,1.1
Garrett Temple,0.3,-0.5,0.9
Jason Terry,0.2,0.0,0.2
Hasheem Thabeet,0.0,-0.2,0.3
Adonis Thomas,0.0,0.0,0.0
Adonis Thomas,0.0,0.0,0.0
Isaiah Thomas,7.7,6.4,1.3
Lance Thomas,-0.1,-0.1,0.0
Malcolm Thomas,0.0,-0.1,0.0
Hollis Thompson,2.0,1.4,0.6
Jason Thompson,2.7,0.9,1.7
Klay Thompson,6.7,3.5,3.2
Tristan Thompson,5.7,3.4,2.3
Marcus Thornton,1.1,0.6,0.5
Jamaal Tinsley,-0.3,-0.3,0.0
Anthony Tolliver,3.2,1.9,1.3
P.J. Tucker,6.1,3.3,2.8
Ronny Turiaf,1.5,0.6,0.9
Hedo Turkoglu,0.8,0.1,0.7
Evan Turner,0.7,-0.2,0.9
Evan Turner,0.7,-0.2,0.9
Jeremy Tyler,0.5,0.1,0.4
Ekpe Udoh,0.0,-0.4,0.4
Beno Udrih,0.7,0.4,0.3
Jonas Valanciunas,6.7,3.5,3.2
Anderson Varejao,5.4,2.7,2.7
Jarvis Varnado,0.8,0.5,0.3
Greivis Vasquez,2.6,1.6,1.1
Jan Vesely,0.9,0.1,0.8
Charlie Villanueva,0.1,0.0,0.1
Nikola Vucevic,4.4,1.8,2.6
Sasha Vujacic,-0.1,-0.1,0.0
Dwyane Wade,5.5,3.5,2.0
Dion Waiters,1.6,0.3,1.3
Kemba Walker,5.1,1.8,3.3
John Wall,7.9,4.0,4.0
Gerald Wallace,1.3,-0.3,1.6
Casper Ware,0.2,0.1,0.1
C.J. Watson,3.2,1.1,2.1
Earl Watson,-0.1,-0.2,0.1
Maalik Wayns,0.1,0.0,0.0
Martell Webster,5.0,3.3,1.7
David West,8.1,3.1,5.0
Russell Westbrook,5.2,3.0,2.3
D.J. White,0.0,0.0,0.0
Royce White,0.0,0.0,0.0
Deron Williams,5.4,3.8,1.5
Derrick Williams,2.5,1.4,1.1
Elliot Williams,0.3,0.0,0.3
Lou Williams,2.6,1.6,1.0
Marvin Williams,2.9,1.9,1.0
Mo Williams,2.2,1.0,1.2
Reggie Williams,0.0,0.0,0.0
Shawne Williams,0.7,0.1,0.6
Jeff Withey,1.8,1.2,0.6
Nate Wolters,1.2,0.9,0.2
Metta World Peace,0.3,-0.2,0.4
Brandan Wright,5.1,4.1,1.0
Chris Wright,0.3,0.2,0.1
Dorell Wright,1.9,0.9,1.0
Tony Wroten,-0.9,-1.8,0.9
Nick Young,2.5,2.3,0.3
Thaddeus Young,3.5,1.2,2.3
Cody Zeller,2.6,0.4,2.2
Tyler Zeller,2.6,1.5,1.1
