Zoran Dragic,0.0,0.0,0.0
Zoran Dragic,0.0,-0.1,0.0
Larry Drew,-0.4,-0.5,0.1
Andre Drummond,7.7,3.4,4.3
Jared Dudley,4.1,2.0,2.1
Tim Duncan,9.6,4.9,4.7
Mike Dunleavy,4.1,2.4,1.7
Kevin Durant,4.8,3.8,1.0
Cleanthony Early,-0.4,-0.8,0.4
Wayne Ellington,1.2,1.1,0.1
Monta Ellis,3.6,1.4,2.2
James Ennis,1.9,1.2,0.8
Tyler Ennis,0.0,0.0,0.0
Jeremy Evans,1.3,0.9,0.4
Reggie Evans,1.2,0.4,0.8
Tyreke Evans,4.6,2.4,2.2
Dante Exum,-0.1,-1.1,1.0
Festus Ezeli,1.7,0.8,0.9
Kenneth Faried,5.6,3.5,2.1
Jordan Farmar,0.6,0.2,0.4
Derrick Favors,8.3,5.0,3.3
Raymond Felton,0.2,0.0,0.2
Landry Fields,0.3,0.2,0.1
Evan Fournier,2.1,1.5,0.6
Randy Foye,1.0,0.6,0.4
Jamaal Franklin,0.0,0.0,0.0
Tim Frazier,0.2,0.1,0.1
Jimmer Fredette,0.2,0.0,0.2
Joel Freeland,1.6,0.6,0.9
Channing Frye,2.1,0.7,1.4
Danilo Gallinari,3.9,3.0,1.0
Langston Galloway,1.3,0.7,0.6
Francisco Garcia,-0.2,-0.4,0.2
Kevin Garnett,1.6,0.2,1.4
Marc Gasol,10.2,5.5,4.7
Pau Gasol,10.4,6.0,4.4
Rudy Gay,6.1,4.8,1.3
Alonzo Gee,1.1,0.7,0.4
Paul George,0.0,-0.2,0.2
Taj Gibson,4.8,2.7,2.1
Manu Ginobili,3.7,1.4,2.3
Rudy Gobert,9.3,5.0,4.3
Drew Gooden,1.7,0.5,1.2
Archie Goodwin,0.2,-0.2,0.4
Aaron Gordon,1.0,0.3,0.7
Ben Gordon,0.3,0.1,0.2
Drew Gordon,-0.1,-0.2,0.1
Eric Gordon,2.9,2.2,0.7
Marcin Gortat,8.6,4.4,4.2
Danny Granger,0.6,0.2,0.3
Jerami Grant,0.5,-0.9,1.4
Danny Green,7.8,4.0,3.9
Draymond Green,8.5,3.3,5.2
Erick Green,0.0,-0.1,0.1
Gerald Green,1.9,1.0,1.0
JaMychal Green,0.4,0.1,0.2
Jeff Green,3.1,1.7,1.5
Willie Green,-0.1,-0.4,0.4
Blake Griffin,9.0,6.6,2.4
Jorge Gutierrez,0.3,0.1,0.2
P.J. Hairston,0.3,-0.5,0.8
Jordan Hamilton,0.1,0.1,0.1
Justin Hamilton,1.1,0.8,0.3
Tyler Hansbrough,3.4,2.6,0.9
Tim Hardaway,0.8,0.8,0.0
James Harden,16.4,12.2,4.2
Maurice Harkless,0.3,-0.3,0.6
Devin Harris,4.2,2.9,1.3
Gary Harris,-0.7,-1.2,0.5
Joe Harris,0.2,0.0,0.2
Tobias Harris,4.8,3.0,1.8
Udonis Haslem,1.4,0.4,1.0
Spencer Hawes,1.2,-0.3,1.5
Chuck Hayes,0.5,0.3,0.2
Gordon Hayward,8.7,5.8,2.9
Brendan Haywood,0.0,-0.2,0.2
Gerald Henderson,3.6,1.3,2.3
Xavier Henry,-0.1,-0.1,0.0
John Henson,3.6,1.3,2.4
Roy Hibbert,4.2,1.0,3.2
J.J. Hickson,1.8,0.5,1.4
Nene Hilario,3.0,0.5,2.5
George Hill,5.4,3.7,1.6
Jordan Hill,2.2,1.1,1.1
Solomon Hill,3.5,0.9,2.6
Kirk Hinrich,1.0,-0.3,1.3
Jrue Holiday,3.4,2.3,1.1
Justin Holiday,1.3,0.2,1.0
Ryan Hollins,1.0,0.7,0.3
Rodney Hood,2.2,1.3,0.9
Al Horford,8.7,5.1,3.6
Dwight Howard,3.6,1.4,2.2
Lester Hudson,0.2,0.1,0.1
Robbie Hummel,0.8,0.7,0.1
Kris Humphries,3.8,1.6,2.1
Serge Ibaka,5.6,2.9,2.7
Andre Iguodala,5.1,2.3,2.8
Ersan Ilyasova,4.0,2.3,1.7
Joe Ingles,2.2,0.5,1.6
Kyrie Irving,10.4,8.4,2.0
Jarrett Jack,2.6,1.1,1.4
Reggie Jackson,2.9,1.8,1.1
Bernard James,0.5,0.4,0.2
Lebron James,10.4,7.4,2.9
Al Jefferson,4.7,1.3,3.4
Cory Jefferson,0.8,0.2,0.6
Richard Jefferson,2.3,1.4,0.9
John Jenkins,0.9,0.6,0.3
Brandon Jennings,3.3,2.6,0.7
Jonas Jerebko,1.9,1.2,0.7
Grant Jerrett,0.1,0.0,0.0
Amir Johnson,5.1,3.5,1.6
Chris Johnson,0.6,0.4,0.2
James Johnson,4.1,2.5,1.6
Joe Johnson,4.1,2.6,1.5
Nick Johnson,-0.1,-0.4,0.2
Tyler Johnson,0.8,0.1,0.7
Wesley Johnson,1.7,1.0,0.7
Dahntay Jones,0.0,0.0,0.1
James Jones,1.5,1.2,0.4
Perry Jones,0.2,-0.3,0.5
Terrence Jones,3.0,1.7,1.3
DeAndre Jordan,12.8,7.4,5.4
Jerome Jordan,1.2,0.9,0.3
Cory Joseph,4.5,2.7,1.8
Chris Kaman,3.3,1.1,2.2
Enes Kanter,3.7,2.9,0.8
Sergey Karasev,0.7,0.3,0.4
Ryan Kelly,0.7,0.4,0.3
Michael Kidd-Gilchrist,3.8,1.6,2.2
Sean Kilpatrick,0.1,0.1,0.0
Andrei Kirilenko,0.0,-0.1,0.0
Alex Kirk,0.0,0.0,0.0
Brandon Knight,4.4,2.0,2.4
Kyle Korver,7.5,5.0,2.4
Kosta Koufos,3.3,0.8,2.5
Ognjen Kuzmic,0.3,0.2,0.1
Jeremy Lamb,1.6,1.0,0.7
Carl Landry,2.8,2.3,0.5
Shane Larkin,1.7,0.8,0.9
Joffrey Lauvergne,0.1,-0.2,0.3
Zach LaVine,-0.7,-0.7,0.0
Ty Lawson,7.0,6.0,1.0
Ricky Ledo,-0.4,-0.4,0.0
Courtney Lee,4.8,2.5,2.4
David Lee,3.2,1.6,1.6
Malcolm Lee,0.0,0.0,0.0
Alex Len,3.4,1.2,2.1
Kawhi Leonard,8.6,4.2,4.4
Meyers Leonard,2.8,1.6,1.2
Jon Leuer,1.3,0.2,1.2
Damian Lillard,10.6,7.3,3.3
Jeremy Lin,2.7,1.8,0.8
Shaun Livingston,3.3,1.5,1.8
Brook Lopez,7.0,4.7,2.2
Robin Lopez,5.1,3.2,1.9
Kevin Love,8.7,5.8,2.9
Kyle Lowry,7.1,5.1,2.0
Kalin Lucas,0.0,0.0,0.0
John Lucas III,0.3,0.2,0.1
Shelvin Mack,1.3,0.5,0.8
Ian Mahinmi,2.1,0.1,2.0
Devyn Marble,-0.1,-0.3,0.2
Shawn Marion,1.7,0.8,0.9
Kendall Marshall,0.8,0.3,0.5
Cartier Martin,-0.2,-0.3,0.1
Kenyon Martin,0.2,0.0,0.2
Kevin Martin,1.9,2.0,-0.1
Wesley Matthews,6.2,4.0,2.2
Jason Maxiell,1.4,0.1,1.2
O.J. Mayo,2.8,0.9,1.9
Luc Mbah a Moute,1.1,-0.9,2.0
James Michael McAdoo,0.5,0.2,0.3
Ray McCallum,1.4,0.8,0.5
CJ McCollum,1.8,0.7,1.1
K.J. McDaniels,0.6,-0.8,1.4
